,timestamp,Temprature (Kelvin),Feels like (Kelvin),Pressure (mb),Humidity (%),Temperature Amplitude,Wind speed (m/s),Wind degree,Wind gust (m/s),Clouds all (%),Rain 1h (mm),Weather Description,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
5881,1722906000,300.41,303.81,1008.0,83.0,0.25,3.09,250.0,0.0,0.0,0.0,clear sky,4.0,1735.69,37.55,27.76,0.0,35.29,68.9,80.67,12.29
5882,1722909600,299.86,302.65,1007.0,85.0,0.6999999999999886,3.09,260.0,0.0,0.0,0.0,clear sky,4.0,1682.28,38.44,24.68,0.0,33.38,70.48,82.02,13.43
5883,1722913200,299.86,302.65,1007.0,85.0,0.6999999999999886,3.09,260.0,0.0,40.0,0.0,scattered clouds,4.0,1668.93,39.34,21.76,0.0,32.42,73.62,85.4,14.95
5884,1722916800,299.86,302.74,1007.0,86.0,0.6999999999999886,2.06,260.0,0.0,0.0,0.0,clear sky,5.0,1708.98,42.47,19.88,0.0,34.33,79.24,91.61,16.72
5885,1722920400,299.86,302.82,1008.0,87.0,0.6999999999999886,2.06,250.0,0.0,40.0,0.0,scattered clouds,5.0,1789.09,47.83,18.51,0.0,37.67,84.91,98.23,17.23
5886,1722924000,299.86,302.82,1008.0,87.0,0.6999999999999886,2.57,230.0,0.0,20.0,0.0,few clouds,5.0,1735.69,46.49,16.79,0.0,37.67,80.81,94.99,15.33
5887,1722927600,300.41,304.04,1009.0,85.0,1.25,1.54,240.0,0.0,20.0,0.0,few clouds,4.0,1735.69,42.92,16.28,0.76,39.58,72.67,88.44,14.69
5888,1722931200,300.97,305.24,1009.0,83.0,0.8100000000000023,2.68,247.0,3.58,100.0,0.0,overcast clouds,4.0,1468.66,37.55,19.36,4.16,45.3,54.57,67.99,12.54
5889,1722934800,302.08,307.49,1009.0,79.0,0.0800000000000409,3.09,250.0,0.0,75.0,0.0,broken clouds,4.0,1415.25,29.95,28.45,9.75,46.73,52.69,65.09,12.29
5890,1722938400,303.75,309.69,1009.0,70.0,1.589999999999975,2.57,290.0,0.0,75.0,0.15,light rain,4.0,1188.28,14.98,39.41,23.96,44.82,51.29,61.54,11.27
5891,1722942000,303.75,310.26,1008.0,72.0,0.410000000000025,4.63,240.0,0.0,75.0,0.21,light rain,3.0,620.84,2.68,21.42,46.49,21.93,27.21,31.54,5.45
5892,1722945600,305.41,311.82,1008.0,63.0,1.25,3.13,285.0,3.58,40.0,0.0,scattered clouds,2.0,520.71,1.33,18.85,47.92,19.31,22.81,25.94,4.56
5893,1722949200,306.52,313.52,1007.0,63.0,0.3599999999999568,4.12,250.0,0.0,40.0,0.15,light rain,2.0,514.03,0.48,20.73,45.78,19.55,22.36,25.19,4.62
5894,1722952800,307.08,314.08,1006.0,59.0,0.0800000000000409,3.6,280.0,0.0,75.0,0.18,light rain,2.0,647.54,0.59,31.19,31.11,28.37,24.94,28.55,6.14
5895,1722956400,307.63,314.63,1006.0,59.0,0.4699999999999704,3.09,280.0,0.0,40.0,0.21,light rain,3.0,881.2,3.69,41.13,17.7,37.19,31.92,37.03,8.23
5896,1722960000,306.52,313.52,1005.0,62.0,0.6400000000000432,3.58,224.0,4.92,40.0,0.0,scattered clouds,3.0,1108.17,8.61,45.24,13.77,42.92,39.56,46.05,9.63
5897,1722963600,302.08,307.07,1006.0,77.0,4.080000000000041,5.14,240.0,0.0,40.0,0.27,light rain,3.0,1361.85,13.08,49.35,13.23,48.16,47.98,56.15,11.53
5898,1722967200,301.52,306.02,1006.0,79.0,0.3599999999999568,6.69,210.0,0.0,75.0,0.0,broken clouds,3.0,1348.5,8.49,54.84,3.89,45.78,48.31,57.18,11.65
5899,1722970800,300.97,305.24,1007.0,83.0,0.1899999999999977,5.66,220.0,0.0,40.0,0.49,light rain,3.0,1174.93,5.14,47.98,1.61,39.1,42.88,51.53,11.02
5900,1722974400,301.52,306.19,1008.0,80.0,0.3599999999999568,4.12,260.0,0.0,75.0,2.73,moderate rain,3.0,1281.74,8.05,43.87,0.68,38.15,46.93,57.89,12.41
5901,1722978000,301.52,305.84,1009.0,78.0,0.3599999999999568,3.09,270.0,0.0,40.0,0.42,light rain,4.0,1522.06,14.75,38.39,0.06,37.19,57.81,72.74,14.06
5902,1722981600,300.97,304.66,1010.0,79.0,0.8100000000000023,3.09,270.0,0.0,75.0,0.33,light rain,4.0,1602.17,18.78,32.22,0.01,34.33,62.18,79.43,14.19
5903,1722985200,300.97,305.09,1009.0,82.0,0.8100000000000023,3.6,250.0,0.0,0.0,0.53,light rain,4.0,1535.42,20.79,27.08,0.01,29.8,57.84,74.86,12.92
5904,1722988800,300.41,303.92,1009.0,84.0,0.25,3.09,240.0,0.0,20.0,0.0,few clouds,3.0,1335.14,21.01,24.33,0.0,26.46,46.73,60.84,10.39
5905,1722992400,300.41,303.92,1008.0,84.0,0.25,3.6,240.0,0.0,75.0,0.0,broken clouds,3.0,1121.52,20.56,22.62,0.0,26.94,38.96,50.99,9.12
5906,1722996000,300.41,303.92,1007.0,84.0,0.25,3.09,230.0,0.0,75.0,0.0,broken clouds,3.0,1054.76,20.79,20.22,0.0,25.51,38.21,49.21,9.12
5907,1722999600,300.41,303.92,1007.0,84.0,0.25,2.57,250.0,0.0,75.0,0.0,broken clouds,3.0,1255.04,27.05,17.99,0.0,25.99,49.8,62.2,11.53
5908,1723003200,300.41,303.92,1008.0,84.0,0.25,3.09,240.0,0.0,75.0,0.0,broken clouds,4.0,1495.36,36.66,16.62,0.0,30.52,65.0,79.5,14.82
5909,1723006800,299.86,302.57,1008.0,84.0,0.3000000000000113,2.57,210.0,0.0,75.0,0.0,broken clouds,5.0,1762.39,50.07,16.11,0.0,38.15,82.35,98.96,17.23
5910,1723010400,300.41,303.81,1008.0,83.0,0.25,3.09,240.0,0.0,75.0,0.0,broken clouds,5.0,1869.2,53.64,15.08,0.0,38.62,85.25,102.58,15.96
5911,1723014000,300.97,305.09,1009.0,82.0,0.8100000000000023,2.06,240.0,0.0,75.0,0.0,broken clouds,5.0,1869.2,47.83,15.59,0.26,39.58,76.86,95.64,15.33
5912,1723017600,301.52,305.84,1010.0,78.0,0.3599999999999568,3.09,240.0,0.0,40.0,0.0,scattered clouds,3.0,1388.55,37.1,19.19,0.99,43.39,48.52,61.29,11.4
5913,1723021200,302.63,308.06,1010.0,75.0,0.4699999999999704,3.6,250.0,0.0,40.0,0.0,scattered clouds,3.0,1321.79,36.21,21.59,1.27,46.25,43.25,54.26,11.15
5914,1723024800,303.19,309.04,1010.0,73.0,0.9700000000000272,3.6,290.0,0.0,40.0,0.11,light rain,3.0,1121.52,29.5,25.02,1.43,46.73,36.35,45.36,10.26
5915,1723028400,304.3,310.85,1009.0,69.0,0.8600000000000136,3.6,290.0,0.0,40.0,0.1,scattered clouds,2.0,767.71,10.06,28.79,4.16,34.33,23.36,28.38,6.59
5916,1723032000,304.3,310.85,1008.0,69.0,0.1399999999999863,2.57,260.0,0.0,40.0,0.12,light intensity shower rain,2.0,647.54,6.43,30.85,6.53,33.38,18.81,22.52,5.51
5917,1723035600,305.97,312.97,1007.0,64.0,0.8100000000000023,3.58,282.0,4.47,75.0,0.14,light rain,2.0,620.84,3.86,32.56,11.27,32.42,17.87,21.11,5.26
5918,1723039200,305.97,312.92,1006.0,62.0,0.1899999999999977,3.09,280.0,0.0,40.0,0.13,light rain,2.0,594.14,2.26,29.82,23.6,28.13,17.97,20.91,5.07
5919,1723042800,307.08,314.08,1006.0,60.0,0.0800000000000409,3.6,300.0,0.0,75.0,0.1,broken clouds,2.0,587.46,2.29,27.42,33.62,28.13,18.2,21.11,5.26
5920,1723046400,307.16,313.36,1006.0,55.0,0.0,3.6,300.0,0.0,20.0,0.0,few clouds,2.0,580.79,2.32,26.05,35.76,28.37,17.84,20.82,5.45
5921,1723050000,304.86,311.86,1007.0,69.0,1.3000000000000114,5.66,0.0,0.0,75.0,0.0,broken clouds,3.0,1001.36,4.69,38.73,19.67,36.72,28.59,34.19,8.99
5922,1723053600,304.3,311.15,1007.0,70.0,0.8600000000000136,5.66,220.0,0.0,75.0,0.0,broken clouds,4.0,1735.69,12.52,50.72,2.62,44.35,51.53,61.91,13.17
5923,1723057200,303.19,308.53,1009.0,71.0,0.9700000000000272,7.2,220.0,0.0,75.0,0.0,broken clouds,5.0,2243.04,24.14,50.04,0.02,49.59,77.4,93.25,16.47
5924,1723060800,302.63,307.83,1009.0,74.0,0.5300000000000296,5.14,240.0,0.0,75.0,0.0,broken clouds,5.0,2643.59,36.66,48.67,0.0,57.22,105.95,128.32,20.27
5925,1723064400,302.08,306.87,1010.0,76.0,0.0800000000000409,4.63,230.0,0.0,20.0,0.0,few clouds,5.0,2429.96,35.32,44.55,0.0,53.88,107.04,131.51,17.99
5926,1723068000,302.08,307.28,1010.0,78.0,0.0800000000000409,4.63,220.0,0.0,20.0,0.0,few clouds,5.0,1949.31,26.38,39.76,0.0,43.87,85.6,107.28,14.69
5927,1723071600,301.52,306.19,1011.0,80.0,0.3599999999999568,5.66,240.0,0.0,0.0,0.0,clear sky,4.0,1495.36,19.22,34.62,0.01,34.33,60.27,77.29,11.65
5928,1723075200,301.52,306.19,1010.0,80.0,0.3599999999999568,3.6,230.0,0.0,20.0,0.0,few clouds,3.0,1228.33,17.43,29.47,0.01,28.61,45.18,57.9,9.12
5929,1723078800,300.97,304.95,1010.0,81.0,0.1899999999999977,4.63,230.0,0.0,40.0,0.0,scattered clouds,3.0,1081.47,16.99,26.05,0.01,26.7,38.88,49.5,8.23
5930,1723082400,300.41,303.7,1009.0,82.0,0.25,4.63,250.0,0.0,20.0,0.0,few clouds,3.0,1001.36,15.65,23.31,0.01,23.6,36.21,46.15,7.98
5931,1723086000,300.41,303.7,1009.0,82.0,0.25,3.09,250.0,0.0,20.0,0.0,few clouds,3.0,1028.06,17.43,21.25,0.0,23.84,38.44,48.51,8.49
5932,1723089600,300.41,303.7,1009.0,82.0,0.25,3.09,210.0,0.0,75.0,0.0,broken clouds,3.0,1094.82,21.9,20.05,0.0,26.94,43.55,54.21,9.63
5933,1723093200,300.41,303.92,1009.0,84.0,0.25,4.12,220.0,0.0,75.0,0.0,broken clouds,3.0,1188.28,28.39,19.36,0.0,31.95,49.29,60.55,10.51
5934,1723096800,300.41,304.04,1010.0,85.0,0.25,4.12,220.0,0.0,75.0,0.0,broken clouds,3.0,1201.63,29.5,18.34,0.0,32.9,49.13,61.22,10.64
5935,1723100400,300.97,305.09,1011.0,82.0,0.8100000000000023,3.09,240.0,0.0,75.0,0.0,broken clouds,3.0,1255.04,29.06,17.99,0.25,34.81,47.98,61.38,11.53
5936,1723104000,302.63,308.53,1011.0,77.0,1.4699999999999704,3.09,240.0,0.0,20.0,0.0,few clouds,3.0,1214.98,30.4,19.71,1.37,40.05,41.08,52.63,10.77
5937,1723107600,303.19,309.04,1011.0,73.0,0.0299999999999727,4.63,250.0,0.0,75.0,0.1,broken clouds,3.0,1188.28,29.5,23.31,4.07,43.39,38.4,48.89,11.02
5938,1723111200,304.86,311.71,1011.0,67.0,0.6999999999999886,3.09,270.0,0.0,75.0,0.16,light rain,3.0,1041.41,20.79,30.5,13.77,44.35,35.59,44.81,10.77
5939,1723114800,305.97,312.92,1010.0,62.0,0.8100000000000023,2.57,260.0,0.0,40.0,0.15,light rain,2.0,634.19,4.92,20.73,44.35,24.56,20.82,25.29,5.76
5940,1723118400,305.97,312.97,1009.0,63.0,0.1899999999999977,4.12,240.0,0.0,20.0,0.15,light rain,2.0,520.71,2.12,16.45,56.51,19.31,17.04,19.99,4.43
5941,1723122000,308.19,315.19,1008.0,57.0,2.0299999999999727,4.12,260.0,0.0,75.0,0.21,light rain,2.0,494.0,1.29,15.42,57.22,17.17,15.48,17.95,4.12
5942,1723125600,307.63,314.63,1007.0,58.0,0.4699999999999704,3.6,240.0,0.0,75.0,0.18,light rain,2.0,467.3,1.01,14.22,51.5,14.9,12.85,14.96,3.89
5943,1723129200,307.08,314.08,1007.0,60.0,0.0800000000000409,4.12,250.0,0.0,40.0,0.42,light rain,2.0,467.3,1.08,15.94,45.42,16.21,12.08,14.21,4.12
5944,1723132800,306.52,313.52,1006.0,62.0,0.3599999999999568,4.63,240.0,0.0,75.0,0.0,broken clouds,2.0,487.33,0.95,18.16,41.84,17.88,12.26,14.59,4.5
5945,1723136400,306.52,313.52,1007.0,63.0,0.6400000000000432,4.12,260.0,0.0,75.0,0.0,broken clouds,2.0,801.09,2.63,34.27,25.39,30.28,20.47,24.98,8.36
5946,1723140000,305.97,312.97,1007.0,63.0,0.1899999999999977,4.12,250.0,0.0,40.0,0.16,light rain,3.0,1214.98,5.98,46.61,7.33,38.62,32.29,40.0,13.05
5947,1723143600,304.16,310.78,1008.0,70.0,0.0,3.6,250.0,0.0,40.0,0.0,scattered clouds,3.0,1441.96,11.29,45.24,0.3,40.53,41.51,52.13,15.33
5948,1723147200,304.16,310.78,1009.0,70.0,0.0,3.09,260.0,0.0,40.0,0.0,scattered clouds,4.0,1615.52,20.12,40.78,0.02,45.78,50.79,65.37,16.97
5949,1723150800,304.16,311.16,1010.0,74.0,0.0,4.63,260.0,0.0,75.0,0.0,broken clouds,4.0,1535.42,21.9,37.36,0.01,43.39,50.58,67.36,16.47
5950,1723154400,303.19,309.56,1010.0,75.0,0.0299999999999727,4.12,270.0,0.0,75.0,0.0,broken clouds,3.0,1375.2,19.22,34.27,0.01,37.19,45.98,62.29,15.07
5951,1723158000,302.63,308.29,1010.0,76.0,0.4699999999999704,5.66,250.0,0.0,0.0,0.0,clear sky,3.0,1268.39,17.21,31.53,0.02,31.47,41.16,55.96,12.79
5952,1723161600,302.08,307.07,1009.0,77.0,0.0800000000000409,4.63,240.0,0.0,20.0,0.0,few clouds,3.0,1174.93,16.99,29.13,0.01,27.66,37.06,49.88,10.26
5953,1723165200,302.08,307.07,1009.0,77.0,0.0800000000000409,3.09,210.0,0.0,0.0,0.0,clear sky,3.0,1108.17,17.43,26.73,0.01,25.99,36.39,48.08,8.99
5954,1723168800,301.52,306.19,1009.0,80.0,0.6400000000000432,3.09,200.0,0.0,0.0,0.0,clear sky,3.0,1041.41,15.65,24.68,0.01,23.37,36.12,47.27,8.49
5955,1723172400,301.52,306.19,1009.0,80.0,0.3599999999999568,3.6,240.0,0.0,0.0,0.0,clear sky,3.0,1028.06,14.53,23.31,0.02,22.65,37.1,48.22,8.36
5956,1723176000,300.97,305.09,1009.0,82.0,0.1899999999999977,4.63,250.0,0.0,20.0,0.0,few clouds,3.0,1041.41,15.2,22.96,0.01,23.84,39.61,51.19,8.36
5957,1723179600,300.97,305.39,1009.0,84.0,0.1899999999999977,3.6,240.0,0.0,20.0,0.0,few clouds,3.0,1081.47,17.88,23.31,0.01,27.66,42.65,54.86,8.49
5958,1723183200,300.97,305.39,1009.0,84.0,0.1899999999999977,4.12,230.0,0.0,75.0,0.0,broken clouds,3.0,1148.22,21.9,23.31,0.0,32.9,45.96,59.03,9.12
5959,1723186800,301.52,306.74,1010.0,83.0,0.3599999999999568,4.63,220.0,0.0,100.0,0.0,overcast clouds,4.0,1361.85,29.06,22.28,1.94,41.01,53.18,68.65,11.65
5960,1723190400,302.63,308.77,1010.0,78.0,0.4699999999999704,4.63,230.0,0.0,75.0,0.0,broken clouds,4.0,1642.23,37.1,26.39,5.59,51.02,59.06,76.23,13.43
5961,1723194000,303.75,310.55,1010.0,73.0,0.589999999999975,5.14,240.0,0.0,20.0,0.0,few clouds,4.0,1588.82,32.19,32.9,14.66,52.45,55.89,72.53,13.68
5962,1723197600,305.41,312.41,1010.0,67.0,1.25,3.6,230.0,0.0,40.0,0.13,light rain,4.0,1268.39,18.33,37.7,40.05,49.11,50.54,64.86,12.79
5963,1723201200,305.41,312.41,1009.0,66.0,0.25,3.09,240.0,0.0,75.0,0.12,light rain,2.0,634.19,4.47,17.48,72.96,23.84,24.52,30.51,5.57
5964,1723204800,306.52,313.52,1008.0,64.0,0.3599999999999568,4.12,220.0,0.0,75.0,0.0,broken clouds,2.0,507.35,2.74,13.54,80.11,19.79,20.17,24.04,4.31
5965,1723208400,306.52,313.52,1007.0,63.0,0.6400000000000432,4.12,240.0,0.0,40.0,0.0,scattered clouds,2.0,507.35,2.29,13.71,84.4,19.55,20.82,24.37,4.31
5966,1723212000,307.08,313.92,1007.0,57.0,1.080000000000041,4.63,250.0,0.0,75.0,0.0,broken clouds,2.0,514.03,1.75,14.57,82.25,18.36,19.98,23.32,4.5
5967,1723215600,307.08,314.08,1006.0,60.0,0.0800000000000409,5.66,220.0,0.0,75.0,0.0,broken clouds,2.0,540.73,1.42,16.96,77.25,19.07,19.75,23.11,5.0
5968,1723219200,303.75,310.55,1006.0,73.0,3.410000000000025,5.14,260.0,0.0,75.0,0.0,thunderstorm,2.0,580.79,0.94,19.19,72.96,19.79,19.26,22.64,5.38
5969,1723222800,300.97,305.54,1006.0,85.0,2.1899999999999977,2.57,80.0,0.0,40.0,0.12,light intensity shower rain,3.0,881.2,1.96,36.33,50.78,32.9,26.71,31.87,8.49
5970,1723226400,300.97,305.54,1006.0,85.0,1.1899999999999975,5.66,160.0,0.0,40.0,0.48,thunderstorm with light rain,3.0,1348.5,2.68,55.52,20.74,43.39,40.34,48.94,12.16
5971,1723230000,301.52,306.92,1008.0,84.0,0.3599999999999568,1.54,230.0,0.0,75.0,1.51,moderate rain,4.0,1682.28,7.1,61.01,1.72,51.02,53.51,66.15,15.07
5972,1723233600,302.08,308.57,1008.0,84.0,0.0800000000000409,2.06,160.0,0.0,40.0,0.29,light rain,4.0,1949.31,20.56,55.52,0.02,63.9,70.18,87.61,17.99
5973,1723237200,302.08,308.13,1009.0,82.0,0.9199999999999592,1.79,145.0,2.68,40.0,0.11,light rain,4.0,1922.61,24.59,48.67,0.0,61.04,74.56,95.04,16.97
5974,1723240800,300.41,304.28,1009.0,87.0,0.75,4.12,180.0,0.0,75.0,0.0,broken clouds,4.0,1762.39,20.12,43.87,0.02,47.68,68.73,89.18,14.57
5975,1723244400,301.52,306.92,1009.0,84.0,0.3599999999999568,3.09,230.0,0.0,75.0,0.0,heavy intensity rain,4.0,1575.47,14.53,42.16,0.06,35.76,60.18,78.25,11.78
5976,1723248000,301.52,306.74,1009.0,83.0,0.3599999999999568,3.09,220.0,0.0,0.0,0.0,clear sky,4.0,1388.55,11.85,39.76,0.11,29.33,51.2,66.24,9.25
5977,1723251600,301.52,306.92,1008.0,84.0,0.3599999999999568,3.6,220.0,0.0,0.0,0.0,clear sky,3.0,1201.63,8.49,35.64,0.21,24.08,45.09,57.83,7.98
5978,1723255200,300.97,305.24,1008.0,83.0,0.1899999999999977,4.12,240.0,0.0,0.0,0.0,clear sky,3.0,1068.12,5.81,31.19,0.45,19.31,41.46,53.0,7.54
5979,1723258800,300.97,305.09,1007.0,82.0,0.8100000000000023,2.57,260.0,0.0,40.0,0.0,scattered clouds,3.0,1041.41,6.2,28.45,0.31,18.12,41.64,52.96,7.66
5980,1723262400,300.97,305.24,1007.0,83.0,0.8100000000000023,3.09,260.0,0.0,75.0,0.0,broken clouds,3.0,1068.12,8.38,27.08,0.12,19.07,43.22,54.85,7.92
5981,1723266000,300.41,303.92,1008.0,84.0,0.25,3.6,230.0,0.0,40.0,0.0,scattered clouds,3.0,1081.47,11.29,25.7,0.04,21.7,43.96,55.86,8.11
5982,1723269600,300.41,303.92,1008.0,84.0,0.25,2.57,240.0,0.0,0.0,0.0,clear sky,3.0,1094.82,13.97,23.65,0.03,24.8,42.62,54.81,8.61
5983,1723273200,302.08,307.7,1009.0,80.0,0.9199999999999592,3.09,230.0,0.0,0.0,0.0,clear sky,3.0,1214.98,19.89,20.73,2.35,30.52,44.88,58.63,10.51
5984,1723276800,303.19,309.83,1010.0,76.0,1.0299999999999727,4.12,230.0,0.0,20.0,0.0,few clouds,3.0,1401.9,27.27,21.76,9.48,39.1,48.79,64.09,12.41
5985,1723280400,304.3,311.3,1010.0,71.0,1.1399999999999864,4.63,230.0,0.0,40.0,0.0,scattered clouds,4.0,1401.9,21.46,29.47,27.89,41.01,51.58,67.24,13.05
5986,1723284000,304.3,310.85,1010.0,69.0,0.8600000000000136,4.12,240.0,0.0,20.0,0.11,light rain,4.0,1121.52,9.16,30.16,80.82,37.19,60.03,73.79,11.91
5987,1723287600,305.97,312.97,1009.0,64.0,0.8100000000000023,3.6,260.0,0.0,40.0,0.12,light rain,3.0,534.06,2.04,10.8,100.14,16.93,33.96,39.6,4.88
5988,1723291200,307.63,314.63,1008.0,58.0,1.4699999999999704,4.63,250.0,0.0,40.0,0.14,light rain,2.0,440.6,1.47,9.17,88.69,13.95,23.09,26.69,3.8
5989,1723294800,307.63,314.63,1007.0,59.0,0.4699999999999704,4.63,290.0,0.0,75.0,0.0,broken clouds,2.0,440.6,1.2,10.45,78.68,13.95,19.12,22.32,3.99
5990,1723298400,307.63,314.63,1006.0,60.0,1.4699999999999704,5.14,290.0,0.0,75.0,0.0,broken clouds,2.0,460.62,1.26,12.68,69.38,15.26,16.85,19.69,4.5
5991,1723302000,308.19,315.19,1005.0,58.0,1.0299999999999727,5.14,280.0,0.0,20.0,0.0,few clouds,2.0,494.0,1.63,15.42,66.52,17.64,16.43,19.09,5.0
5992,1723305600,307.63,314.63,1005.0,57.0,0.5300000000000296,5.14,250.0,0.0,40.0,0.1,scattered clouds,2.0,520.71,1.62,17.14,65.09,18.36,16.49,19.1,5.32
5993,1723309200,307.63,314.63,1005.0,61.0,1.4699999999999704,4.12,260.0,0.0,20.0,0.0,few clouds,2.0,634.19,1.55,22.62,58.65,20.5,19.59,22.9,6.65
5994,1723312800,306.52,313.52,1005.0,63.0,0.3599999999999568,4.63,260.0,0.0,20.0,0.75,light rain,3.0,854.49,0.69,33.24,43.27,24.56,26.38,31.5,9.12
5995,1723316400,305.41,312.41,1006.0,67.0,0.25,4.63,250.0,0.0,0.0,0.1,clear sky,3.0,1054.76,0.03,42.5,27.89,28.61,34.56,42.08,11.4
5996,1723320000,304.86,311.86,1007.0,70.0,0.6999999999999886,4.63,260.0,0.0,75.0,0.0,broken clouds,4.0,1949.31,6.93,61.69,4.25,40.05,70.42,87.9,18.75
5997,1723323600,303.75,310.75,1008.0,74.0,0.589999999999975,4.63,250.0,0.0,20.0,0.1,few clouds,5.0,3097.53,29.06,61.69,0.0,49.59,124.07,155.53,26.85
5998,1723327200,303.75,310.75,1008.0,74.0,0.589999999999975,5.66,240.0,0.0,0.0,0.0,clear sky,5.0,3845.21,47.39,54.84,0.0,55.31,166.18,208.34,36.48
5999,1723330800,303.19,309.56,1008.0,75.0,0.0299999999999727,4.63,240.0,0.0,0.0,0.0,clear sky,5.0,4005.43,56.33,47.98,0.0,52.93,178.32,223.26,39.01
6000,1723334400,302.63,308.77,1008.0,78.0,0.4699999999999704,5.14,230.0,0.0,20.0,0.0,few clouds,5.0,3631.59,56.33,39.07,0.0,38.62,159.56,197.97,23.81
6001,1723338000,302.08,307.49,1007.0,79.0,0.9199999999999592,3.6,230.0,0.0,20.0,0.0,few clouds,5.0,2910.61,47.83,31.53,0.0,28.61,128.32,157.2,13.93
6002,1723341600,302.08,307.49,1006.0,79.0,0.0800000000000409,4.63,230.0,0.0,0.0,0.0,clear sky,4.0,1522.06,20.79,25.02,0.01,21.22,63.57,78.71,8.74
6003,1723345200,301.52,306.37,1006.0,81.0,0.3599999999999568,4.12,240.0,0.0,20.0,0.0,few clouds,3.0,1161.58,14.53,21.59,0.01,18.84,47.58,59.83,8.23
6004,1723348800,301.52,306.55,1006.0,82.0,0.3599999999999568,3.6,240.0,0.0,20.0,0.0,few clouds,3.0,1121.52,15.2,20.39,0.01,19.79,46.5,58.59,8.74
6005,1723352400,301.52,306.55,1006.0,82.0,0.3599999999999568,3.6,230.0,0.0,40.0,0.0,scattered clouds,3.0,1161.58,18.55,19.54,0.0,22.65,49.16,61.77,9.25
6006,1723356000,301.52,306.74,1007.0,83.0,0.3599999999999568,4.12,220.0,0.0,75.0,0.0,broken clouds,3.0,1174.93,20.79,18.34,0.01,25.03,49.53,62.44,9.75
6007,1723359600,302.08,307.91,1007.0,81.0,0.9199999999999592,3.6,230.0,0.0,75.0,0.0,broken clouds,4.0,1255.04,23.69,31.53,1.79,29.09,49.56,63.03,11.15
6008,1723363200,302.08,307.7,1008.0,80.0,0.0800000000000409,4.63,240.0,0.0,40.0,0.0,scattered clouds,3.0,1241.68,25.7,18.16,7.6,34.81,44.39,57.03,11.15
6009,1723366800,303.75,310.55,1008.0,73.0,0.589999999999975,5.14,240.0,0.0,75.0,0.0,broken clouds,3.0,1161.58,19.45,23.65,20.21,34.81,42.18,53.91,11.02
6010,1723370400,304.86,311.86,1008.0,69.0,0.6999999999999886,4.12,230.0,0.0,40.0,0.12,light rain,3.0,947.95,8.72,26.05,55.07,31.47,44.17,54.21,10.26
6011,1723374000,307.08,314.08,1007.0,61.0,0.9199999999999592,5.14,250.0,0.0,75.0,0.0,broken clouds,3.0,520.71,2.04,10.54,77.96,14.78,26.52,30.74,4.81
6012,1723377600,307.08,314.08,1006.0,60.0,0.0800000000000409,5.66,250.0,0.0,75.0,0.0,broken clouds,2.0,427.25,1.59,7.97,77.25,12.4,21.28,23.86,3.8
6013,1723381200,307.08,314.08,1005.0,60.0,0.0800000000000409,5.14,260.0,0.0,75.0,0.0,broken clouds,2.0,410.56,1.51,7.63,80.11,12.16,20.24,22.39,3.86
6014,1723384800,307.63,314.63,1004.0,58.0,0.5300000000000296,5.66,250.0,0.0,75.0,0.0,broken clouds,2.0,397.21,1.34,7.54,77.25,11.21,17.82,19.67,4.05
6015,1723388400,308.19,315.19,1003.0,57.0,1.0299999999999727,6.69,240.0,0.0,40.0,0.0,scattered clouds,2.0,400.54,1.09,8.4,68.66,10.37,15.73,17.4,4.18
6016,1723392000,307.08,314.08,1003.0,62.0,0.0800000000000409,5.66,250.0,0.0,40.0,0.0,scattered clouds,2.0,407.22,0.64,9.34,60.08,9.3,13.09,14.61,3.77
6017,1723395600,307.63,314.63,1003.0,61.0,0.4699999999999704,4.63,250.0,0.0,40.0,0.0,scattered clouds,2.0,480.65,0.44,14.91,47.92,11.8,12.76,14.81,4.5
6018,1723399200,306.52,313.52,1003.0,64.0,0.3599999999999568,5.66,250.0,0.0,20.0,0.0,few clouds,2.0,600.81,0.18,22.28,30.76,15.74,14.36,17.46,6.08
6019,1723402800,303.75,308.37,1005.0,65.0,0.410000000000025,3.09,250.0,0.0,40.0,0.0,scattered clouds,2.0,694.27,0.21,26.73,17.17,18.12,16.66,21.09,7.6
6020,1723406400,302.63,306.96,1006.0,70.0,0.4699999999999704,6.69,250.0,0.0,20.0,0.0,few clouds,2.0,761.03,0.83,29.82,8.76,21.46,20.03,26.24,8.99
6021,1723410000,302.63,307.61,1006.0,73.0,0.4699999999999704,4.63,250.0,0.0,20.0,0.95,light rain,2.0,734.33,1.19,27.76,6.26,20.5,20.2,27.07,8.99
6022,1723413600,302.63,307.83,1007.0,74.0,0.4699999999999704,5.14,220.0,0.0,20.0,0.0,heavy intensity rain,2.0,707.63,1.34,24.68,5.45,18.12,19.2,26.0,8.49
6023,1723417200,302.63,308.06,1007.0,75.0,0.4699999999999704,4.12,240.0,0.0,20.0,0.0,few clouds,2.0,687.6,1.29,22.96,5.54,16.21,17.36,23.69,7.73
6024,1723420800,302.08,307.28,1006.0,78.0,0.0800000000000409,5.14,230.0,0.0,0.0,0.0,clear sky,2.0,654.22,1.1,22.62,5.99,15.26,15.41,20.99,6.9
6025,1723424400,301.52,306.02,1006.0,79.0,0.3599999999999568,5.66,230.0,0.0,20.0,0.0,few clouds,2.0,660.9,1.79,24.33,4.47,18.36,16.23,21.83,6.9
